official,code,name,P1,P2,P3,P4,P5,P6,prize
True,ALB1,Xhoana Qosja,1,0,0,0,0,0,0
True,ALB2,Seli Lulaj,2,0,0,0,0,0,0
True,ALB3,Romelda Blacëri,7,0,0,0,1,0,1
True,ALB4,Aleksia Kolo,7,0,0,0,2,0,1
True,AZE1,Javahir Abbasova,7,0,0,0,1,0,1
True,AZE2,Nazrin Farziyeva,7,1,0,0,0,0,1
True,AZE3,Rena Aliyeva,1,0,0,0,0,0,0
True,AZE4,Shams Aliyeva,1,0,0,0,1,0,0
True,BEL1,Ambre De Herde,3,0,0,0,0,0,0
True,BEL2,Léa Dumont,2,0,0,0,0,0,0
True,BEL3,Charlotte Léonard,7,0,0,0,0,0,1
True,BEL4,Marie Peeters,7,0,0,1,1,0,1
True,BGR1,Zlatina Mileva,7,0,0,1,1,0,1
True,BGR2,Irina Sofronova,7,0,1,0,2,2,2
True,BGR3,Lyuba Konova,7,0,0,0,2,2,2
True,BGR4,Simona Kukova,7,0,0,1,1,2,2
True,BIH1,Tijana Babić,7,3,7,7,1,7,4
True,BIH2,Adisa Bolić,7,5,0,6,1,6,3
True,BIH3,Elma Nuhanović,7,0,1,1,1,0,1
True,BIH4,Lejla Skelić,7,0,0,0,0,0,1
True,BLR1,Yuliya Kurylenka,7,0,0,0,6,0,2
True,BLR2,Arina Goloubitskaya,7,0,0,0,3,6,2
True,BLR3,Hanna Beleshava,7,0,2,6,1,0,2
True,BLR4,Katsiaryna Maroz,7,0,0,3,1,0,2
False,BRA1,Jamille Rebouças,7,0,0,5,0,0,2
False,BRA2,Julia Saltiel,7,1,0,0,2,0,1
False,BRA3,Mariana Groff,7,0,0,7,0,0,2
False,BRA4,Juliana Souza,1,0,0,0,0,0,0
False,CRI1,Melissa Cai Shi,2,0,0,0,1,0,0
False,CRI2,Chuang Lin Wang Kong,1,0,0,0,0,0,0
False,CRI3,Ingrid Salazar Pícado,1,0,0,0,1,0,0
False,CRI4,Marianne Peña Wüst,1,0,0,0,0,0,0
True,CYP1,Anna Economou,7,0,0,0,1,0,1
True,CYP2,Eirini Ioannou,7,0,0,0,0,0,1
True,CYP3,Georgia Hadjipanayiotou,3,0,0,0,0,0,0
True,CYP4,Evanthia Diomidous,7,0,0,0,1,0,1
True,CZE1,Veronika Hladíková,7,0,1,7,1,0,2
True,CZE2,Lenka Kopfová,7,2,7,2,0,6,3
True,CZE3,Jana Pallová,7,0,0,0,3,0,1
True,CZE4,Bára Tížková,7,0,0,0,1,0,1
False,ECU1,Valerie Denisse Bustos,7,0,0,0,0,0,1
False,ECU2,María Gratzia Indacochea,7,0,0,0,0,0,1
False,ECU3,Ángela Diana Bastidas,7,0,0,0,1,0,1
False,ECU4,Valeria Estefanía Barco,7,0,0,0,1,0,1
True,ESP1,Sílvia Casacuberta,1,0,0,0,2,0,0
True,ESP2,Lucía Mallo,5,0,2,0,2,0,0
True,ESP3,Celia Rubio,1,0,0,0,2,0,0
True,ESP4,Esther Valbuena,1,0,0,0,2,0,0
True,FIN1,Pinja Pessi,0,0,0,0,0,0,0
True,FIN2,Essi Vilhonen,2,0,0,0,1,0,0
True,FRA1,Aline Cahuzac,7,7,0,7,2,7,4
True,FRA2,Héloïse Gachet,7,2,0,3,2,0,2
True,FRA3,Linda Gutsche,7,2,1,1,3,0,2
True,FRA4,Cindy Hua,7,0,2,3,2,0,2
True,GEO1,Mariami Rogava,7,0,2,1,1,2,2
True,GEO2,Sopio Bregadze,1,3,2,7,2,0,2
True,GEO3,Tamar Korkotashvili,7,0,0,0,2,0,1
True,GEO4,Salome Papiashvili,7,0,2,0,0,1,1
True,HUN1,Zsuzsanna Baran,7,7,7,7,6,2,4
True,HUN2,Anna Kerekes,7,1,1,7,2,2,3
True,HUN3,Orsolya Lili Janzer,7,3,7,7,7,0,4
True,HUN4,Angelika Andó,7,0,7,3,2,0,3
False,IND1,Haimoshri Das,7,0,0,1,2,0,1
False,IND2,Archi De,7,0,1,0,1,2,2
True,IRL1,Antonia Huang,7,3,1,7,0,0,2
True,IRL2,Anna Mustata,7,7,0,6,0,2,3
True,IRL3,Jean O&#x27;Brien,3,0,0,7,0,0,1
True,IRL4,Yuelin Xiong,2,0,0,0,0,0,0
