official,code,name,P1,P2,P3,P4,P5,P6,prize
True,ALB1,Megi Reka,0,0,3,0,0,0,0
True,ALB2,Sabrina Alushi,0,0,0,0,0,0,0
True,ALB3,Dajana Dokaj,0,0,0,0,0,0,0
True,ALB4,Nijada Kacmoli,0,0,0,0,0,0,0
False,AUS1,Ruiying Wu,7,7,0,7,0,7,4
False,AUS2,Elizabeth Yevdokimov,1,1,3,7,0,0,2
False,AUS3,Mikaela Gray,7,1,1,2,0,0,2
False,AUS4,Eva Ge,0,1,1,0,2,0,0
True,AUT1,Melanie Mattersberger,0,0,1,4,0,0,0
True,AUT2,Doris Obermaier,0,4,2,7,0,0,2
True,AZE1,Fidan Garayeva,0,0,2,7,3,0,2
True,AZE2,Fidan Jafarli,0,0,0,0,1,0,0
True,AZE3,Aysun Bayramli,2,0,0,0,0,0,0
True,AZE4,Laman Aghazada,0,0,0,7,0,0,1
True,BEL1,Dora Chen,7,0,2,6,0,0,3
True,BEL2,Camille Coppieters,0,0,0,1,0,0,0
True,BEL3,Marie Determe,7,7,0,1,0,0,3
True,BEL4,Camille Laloux,2,0,0,0,0,0,0
False,BGD1,Nujhat Ahmed Disha,4,1,3,7,0,0,3
False,BGD2,Arifa Alam,0,3,0,0,0,0,0
False,BGD3,Rayan Bintay Mostafa,0,1,0,7,0,0,2
False,BGD4,Safa Tasnim,0,1,0,0,0,0,0
True,BGR1,Margarita Stefanova,0,6,0,7,0,0,2
True,BGR2,Maria Drencheva,0,2,1,7,2,0,2
True,BGR3,Mihaela Gledacheva,2,2,0,7,1,0,2
True,BGR4,Kalina Nikolova,0,2,0,2,3,0,0
True,BIH1,Naida Purišević,0,1,7,7,2,0,3
True,BIH2,Esma Mašić,7,2,0,7,0,0,3
True,BIH3,Emira Ibrahimović,5,0,3,7,0,0,3
True,BIH4,Asja Ćatić,1,1,2,4,0,0,2
True,BLR1,Maryna Horbach,6,1,0,1,5,0,2
True,BLR2,Kseniya Shastakova,7,7,1,7,7,0,4
True,BLR3,Hanna Blazhko,1,2,2,1,1,0,0
True,BLR4,Milanna Pahasian,7,0,0,7,1,0,3
False,BOL1,Alejandra Melody Flores Poma,0,0,0,0,0,0,0
False,BOL2,Mari Linda Eulate Peña,0,0,0,0,0,0,0
False,BOL3,Camila Rosario Antonio Villarroel,0,0,0,0,0,0,0
False,BOL4,Monserrat del Pilar Flores Choqueticlla,0,0,0,0,0,0,0
False,BRA1,Bruna Arisa Shoji Nakamura,0,1,0,7,0,0,2
False,BRA2,Gabriella Santana Morgado,7,2,1,2,0,0,2
False,BRA3,Laís Nuto Rossman,1,2,0,3,0,0,0
False,BRA4,Letícia Barbieri Stroeh,1,3,1,3,2,0,2
False,CAN1,Allison Tsypin,0,2,0,0,1,0,0
False,CAN2,Jennifer Wang,7,4,0,4,1,0,3
False,CAN3,Yifan Tang,0,0,0,1,0,0,0
False,CAN4,Kaylee Ji,7,7,1,7,2,0,4
False,CRI1,Kristel Acuña García,6,1,0,7,1,0,3
False,CRI2,Viviana Le Roy Cáceres,0,0,0,0,0,0,0
False,CRI3,Nicole Lipschitz Kesselman,3,2,0,1,0,0,0
False,CRI4,Stephanie Sandoval Camacho,0,0,0,0,0,0,0
True,CYP1,Semeli Ergatoudi,0,0,0,1,2,0,0
True,CYP2,Georgia Timotheou,0,0,0,1,1,0,0
