official,code,name,P1,P2,P3,P4,P5,P6,prize
True,ALB1,Seli Lulaj,7,1,0,1,0,0,1
True,ALB2,Aleksa Kolo,7,6,0,1,0,0,1
True,ALB3,Megi Reka,5,0,0,0,7,0,1
True,ALB4,Dhespina Pecini,7,0,0,1,0,0,1
False,AUS1,Grace Sien He,7,5,3,7,1,0,3
False,AUS2,Xinyue Alice Zhang,7,3,2,7,0,0,2
False,AUS3,Tianyue Zheng,7,1,2,6,3,0,2
False,AUS4,Yifan Guo,2,2,1,7,0,0,1
True,AUT1,Stefanie Rauch,3,1,0,2,0,0,0
True,AUT2,Veronika Schreitter,7,2,3,7,0,2,2
True,AUT3,Nadja Vohradsky,0,2,1,4,0,0,0
True,AZE1,Zahra Bayramli,3,1,0,0,0,0,0
True,AZE2,Fidan Babayeva,1,1,0,0,0,0,0
True,AZE3,Shams Aliyeva,1,1,0,2,0,0,0
True,AZE4,Javahir Abbasova,3,3,0,1,1,0,0
True,BEL1,Soline Casavecchia,7,2,0,1,0,0,1
True,BEL2,Jueun Kim,6,2,0,0,1,0,0
True,BEL3,Thelma Lambert,0,1,1,5,0,0,0
True,BEL4,Marie Peeters,7,2,3,7,1,0,2
True,BGR1,Simona Kukova,7,2,1,2,7,0,2
True,BGR2,Assel Ismoldayeva,0,2,2,7,3,0,1
True,BGR3,Lyuba Konova,7,6,1,7,7,0,3
True,BGR4,Joana Nikolova,7,1,7,7,0,0,3
True,BIH1,Tijana Babić,7,5,3,7,7,0,3
True,BIH2,Lejla Skelić,7,1,0,4,1,0,1
True,BIH3,Nevena Radešić,7,2,2,7,0,0,2
True,BIH4,Milica Đokić,7,1,0,1,7,0,2
True,BLR1,Arina Goloubitskaya,7,7,3,7,7,0,3
True,BLR2,Aliaksandra Novik,7,5,3,7,7,0,3
True,BLR3,Yuliya Kryvitskaya,7,7,2,7,1,1,3
True,BLR4,Katsiaryna Maroz,6,3,0,5,0,0,0
False,BOL1,Hyandira Helen Ventura Cruz,2,0,0,0,0,0,0
False,BOL3,Mariana Galvarro,2,0,0,0,0,0,0
False,BOL4,Lucero Andrea De La Torre Ugarte Diaz De Oropeza,0,0,0,0,0,0,0
False,BRA1,Ana Beatriz Studart,7,7,0,7,4,0,3
False,BRA2,Mariana Oliveira,7,2,0,7,1,0,2
False,BRA3,Mariana Groff,7,2,2,7,7,0,3
False,BRA4,Débora Yamato,7,2,1,7,0,0,2
False,CAN1,Elnaz Hessami Pilehrood,7,7,0,7,3,0,3
False,CAN2,Anna Krokhine,7,7,2,2,1,0,2
False,CAN3,Jingzhi Liang,7,1,0,7,0,0,2
False,CAN4,Karen Situ,7,1,1,4,1,0,1
False,CRI1,Marianne Peña Wüst,3,1,0,1,0,0,0
False,CRI2,Ingrid Verónica Salazar Picado,1,3,0,2,0,0,0
False,CRI3,Maricruz Vásquez Sandí,3,1,0,0,0,0,0
False,CRI4,Lucía María Jiménez Abarca,3,0,1,0,0,0,0
True,CYP1,Eirini Ioannou,7,2,0,1,1,0,1
True,CYP2,Evelina Orfanidou,1,0,0,0,0,0,0
True,CYP3,Evanthia Diomidous,7,4,0,0,1,0,1
True,CYP4,Georgia Orphanidou,3,1,0,1,1,0,0
True,CZE1,Lenka Kopfová,6,3,2,7,7,0,3
True,CZE2,Lucie Kundratová,7,1,0,3,0,0,1
True,CZE3,Magdaléna Mišinová,7,4,0,3,3,0,2
True,CZE4,Jana Pallová,7,2,0,0,1,0,1
False,ECU1,Ana Paula Indacochea,7,2,2,2,7,0,2
False,ECU2,Valeria Estefania Barco,0,1,0,0,1,0,0
False,ECU3,Valerie Denisse Bustos,7,1,0,4,1,0,1
False,ECU4,Maria Gratzia Indacochea,7,2,0,1,7,0,2
True,ESP1,Silvia Casacuberta Puig,2,2,0,7,0,0,1
True,ESP2,Marta Fuentes Zamoro,5,1,0,0,0,0,0
True,ESP3,Miriam Lorenzo Laguno,5,2,2,7,0,0,2
True,ESP4,Sara Sendarrubias Arias-Camisón,3,3,2,0,0,0,0
True,FIN1,Milja Krés,0,1,0,0,0,0,0
True,FIN2,Veera Nurmela,0,0,0,1,0,0,0
True,FIN3,Nerissa Shakespeare,7,1,0,0,0,0,1
True,FIN4,Essi Vilhonen,7,1,0,1,0,0,1
True,FRA1,Léonie Kittel,7,1,7,7,1,0,3
True,FRA2,Laureline Legros,6,1,0,7,1,0,2
True,FRA3,Anna Luchnikov,7,1,1,7,7,0,3
True,FRA4,Olivine Silier,7,1,0,7,0,0,2
True,GEO1,Tamar Korkotashvili,6,5,1,7,7,0,3
True,GEO2,Tinatin Kokoshvili,4,0,0,1,0,0,0
True,GEO3,Ana Onoprishvili,7,1,2,7,7,2,3
True,GEO4,Mzia Abzhandadze,7,1,0,1,0,0,1
True,GER1,Kerrin Bielser,7,3,0,7,1,2,2
True,GER2,Katharina Albert,2,2,0,2,0,0,0
True,GER3,Annegret Seibt,7,1,0,4,1,0,1
True,GER4,Carmen Brannath,1,2,2,6,0,0,0
